"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2019-07-24","86.8","-1.85","5.85","Dickerson, Corey",572816,605154,"double","hit_into_play",,,,,"14","Corey Dickerson doubles (18) on a line drive to right fielder Dexter Fowler.","R","L","R","PIT","STL","X","9","line_drive","2","2",2019,"0.57","0.46","0.82","1.13",,,,"0","9","Bot",153.9,82.68,,,"668800",,,5.22479742233062,-126.30661582725,-6.14873684254055,5.29704178843285,21.9363020794179,-26.336684081353,"3.35","1.55","211","93.8","12","87.4","2675","6.3",566228,605154,"668800","502671","543939","669242","622168","641933","664056","451594","54.19","0.913","0.862","1.25","1","1","1","4","85","5","Slider","6","14","6","14","14","6","6","14","Strategic","Standard","129","0.001","0.669"
"FF","2019-07-23","95.1","-2.3","6.21","Dickerson, Corey",572816,641712,"field_out","hit_into_play",,,,,"3","Corey Dickerson pops out to third baseman Tommy Edman in foul territory.","R","L","R","PIT","STL","X","5","popup","1","1",2019,"-0.45","0.97","0.45","3.37",,,,"0","4","Bot",83.57,180.91,,,"446308",,,8.22291215827027,-138.35100102524,-4.03461627149897,-7.51963044880635,27.8511100778015,-18.9478274037083,"3.36","1.56",,"80.0","69","95.7","2269","6.4",566227,641712,"446308","502671","543939","669242","657557","641933","622168","500874","54.07","0","0","0","1","0","0","3","34","3","4-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","205","-0.027","-0.236"
"SI","2019-07-23","94.5","-2.64","6.06","Dickerson, Corey",572816,641712,"double","hit_into_play",,,,,"8","Corey Dickerson doubles (16) on a sharp line drive to center fielder Yairo Munoz.","R","L","R","PIT","STL","X","8","line_drive","1","2",2019,"-1.09","0.54","-0.22","1.91",,,,"2","1","Bot",114.12,36.15,,,"446308",,,8.75502290227276,-137.455468775651,-6.41095215117359,-15.656635734021,25.6168546644788,-24.2075629333545,"3.36","1.56","385","107.4","16","95.3","2199","6.4",566227,641712,"446308","502671","543939","669242","657557","641933","622168","500874","54.1","0.593","0.691","1.25","1","1","1","5","10","4","Sinker","3","0","3","0","0","3","3","0","Strategic","Standard","244","0.012","0.264"
"FF","2019-07-22","92.1","-0.86","6.86","Dickerson, Corey",572816,608379,"field_out","hit_into_play",,,,,"4","Corey Dickerson lines out sharply to center fielder Yairo Munoz.","R","L","R","PIT","STL","X","8","line_drive","0","0",2019,"-0.34","1.29","-0.42","2.58",,,,"2","5","Bot",125.12,50.05,,,"446308",,,1.87797950047266,-134.07537577267,-7.8994425925345,-4.57997455217201,28.2303119233563,-15.0794913880812,"3.36","1.56","352","104.0","17","92.6","2072","6.5",566226,608379,"446308","502671","543939","669242","657557","641933","622168","451594","54","0.56","0.651","0","1","0","0","5","46","1","4-Seam Fastball","2","2","2","2","2","2","2","2","Standard","Standard","195","-0.014","-0.115"
"CH","2019-07-20","85.4","-2.71","6.07","Dickerson, Corey",572816,621107,"double","hit_into_play",,,,,"7","Corey Dickerson doubles (14) on a sharp line drive to center fielder Scott Kingery.","R","L","R","PIT","PHI","X","8","line_drive","1","1",2019,"-1.08","0.56","-0.36","1.53",,,,"0","4","Bot",125.79,43.71,,,"592663",,,7.70828819603689,-124.162353097557,-5.55287666348909,-12.6453932844104,23.3525073757693,-25.4908835052388,"3.37","1.56","367","109.3","16","85.7","1705","6.4",566224,621107,"592663","656555","514917","543543","516416","656514","664068","547180","54.13","0.62","0.705","1.25","1","1","1","6","29","3","Changeup","3","0","3","0","0","3","3","0","Standard","Standard","242","0.028","0.65"
"FF","2019-07-20","95.1","-2.59","5.81","Dickerson, Corey",572816,621107,"field_out","hit_into_play",,,,,"2","Corey Dickerson flies out to left fielder Adam Haseley.","R","L","R","PIT","PHI","X","7","fly_ball","3","2",2019,"-0.79","1.06","-0.15","3.48",,,"605137","1","2","Bot",79.57,127.92,,,"592663",,,8.15132740336282,-138.303265370666,-2.86200169478301,-11.8602001832888,29.1757290156543,-18.1402966201206,"3.37","1.56","204","79.7","57","95.3","2224","6.3",566224,621107,"592663","656555","514917","543543","516416","656514","664068","547180","54.17","0.047","0.058","0","1","0","0","3","12","7","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","217","-0.029","-0.386"
"KC","2019-07-20","80.7","-2.47","6.23","Dickerson, Corey",572816,601713,"double","hit_into_play",,,,,"7","Corey Dickerson doubles (15) on a sharp line drive to center fielder Scott Kingery.","R","L","R","PIT","PHI","X","8","line_drive","1","0",2019,"0.72","-1.49","-0.44","1.70",,,,"0","6","Bot",83.41,73.2,,,"592663",,,3.14465298928127,-117.481769814286,-0.517428957277941,5.97847039453537,24.3010135317702,-46.0354929735529,"3.37","1.56","315","104.1","16","80.6","3071","6.4",566224,601713,"592663","656555","514917","543543","516416","656514","664068","547180","54.06","0.633","0.689","1.25","1","1","1","5","47","2","Knuckle Curve","3","1","3","1","1","3","3","1","Standard","Standard","26","0.036","0.6"
"FF","2019-07-20","90.1","-1.35","6.13","Dickerson, Corey",572816,573046,"field_out","hit_into_play",,,,,"2","Corey Dickerson flies out to left fielder Adam Haseley.","R","L","R","PIT","PHI","X","7","fly_ball","2","2",2019,"-0.65","1","-0.05","3.39",,"592567",,"2","7","Bot",60.36,80.19,,,"592663",,,4.71883657280369,-131.333603559822,-3.07041751327174,-8.6798106547115,27.5392842688481,-19.9556976146712,"3.4","1.58","322","86.9","33","91.2","2070","6.8",566224,573046,"592663","656555","514917","543543","516416","656514","664068","547180","53.66","0.02","0.018","0","1","0","0","3","60","5","4-Seam Fastball","5","1","5","1","1","5","5","1","Standard","Standard","213","-0.004","-0.275"
"SI","2019-07-19","91.7","-2.98","6.1","Dickerson, Corey",572816,453562,"single","hit_into_play",,,,,"8","Corey Dickerson singles on a line drive to left fielder Adam Haseley.","R","L","R","PIT","PHI","X","7","line_drive","2","1",2019,"-1.23","0.68","-0.11","1.50",,,,"2","4","Bot",83.99,123.57,,,"592663",,,9.80575680174623,-133.08742991284,-7.19216957165109,-16.4648179875667,24.9378370635952,-22.9825149919405,"3.17","1.54","169","74.3","18","91.6","2227","6.1",566223,453562,"592663","656555","514917","596748","516416","656514","664068","547180","54.41","0.927","0.834","0.9","1","1","0","4","31","4","Sinker","1","0","1","0","0","1","1","0","Standard","Standard","241","0.011","0.111"
"KC","2019-07-16","78.7","-2.37","5.44","Dickerson, Corey",572816,656427,"double","hit_into_play",,,,,"6","Corey Dickerson doubles (13) on a line drive to center fielder Harrison Bader.","R","L","R","STL","PIT","X","8","line_drive","1","1",2019,"1.16","-0.85","0.49","2.31",,,,"1","5","Top",150.63,54.88,,,"446308",,,4.05666567436544,-114.496164255713,1.5503813225381,9.394860856668,20.1664002802419,-40.0919068626579,"3.29","1.61","345","97.4","20","78.3","2499","5.9",566614,656427,"446308","502671","543939","669242","657557","641933","664056","451594","54.57","0.287","0.344","1.25","1","1","1","4","30","3","Knuckle Curve","0","0","0","0","0","0","0","0","Standard","Standard","54","-0.057","0.432"
"FT","2019-07-14","95.2","-2.18","5.64","Dickerson, Corey",572816,543022,"field_out","hit_into_play",,,,,"8","Corey Dickerson lines out sharply to left fielder Kris Bryant.","R","L","R","CHC","PIT","X","7","line_drive","2","1",2019,"-1.53","0.98","0.24","1.59",,,,"0","9","Top",61.41,80.55,,,"605170",,,9.58831970343101,-138.169100379273,-7.07473196228323,-21.3244020877393,27.5717504863969,-18.5788697943036,"3.25","1.55","319","100.6","19","94.6","2521","5.8",565171,543022,"605170","519203","608365","623520","595879","592178","546991","518792","54.66","0.473","0.596","0","1","0","0","5","73","4","2-Seam Fastball","8","3","3","8","3","8","3","8","Strategic","Standard","237","0.003","-0.29"
"FC","2019-07-12","89.4","-1.1","6.11","Dickerson, Corey",572816,467008,"field_out","hit_into_play",,,,,"12","Corey Dickerson pops out to second baseman Addison Russell.","R","L","R","CHC","PIT","X","4","popup","0","0",2019,"0.36","0.23","1.14","2.82",,,,"0","8","Top",130.67,151.06,,,"605170",,,4.72515314108737,-130.101297507718,-2.62455198267583,3.15562807537544,22.8264099790565,-29.3838203482229,"3.41","1.62","121","58.0","62","88.7","2443","5.5",565169,467008,"605170","519203","608365","623520","595879","592178","546991","518792","55","0.007","0.009","0","1","0","0","1","54","1","Cutter","3","0","0","3","0","3","0","3","Standard","Standard","123","0.021","-0.248"
"FT","2019-07-06","95.0","-1.23","6.01","Dickerson, Corey",572816,605288,"double","hit_into_play",,,,,"6","Corey Dickerson hits a ground-rule double (12) on a line drive to left-center field.   Josh Bell scores.    Colin Moran to 3rd.","R","L","R","PIT","MIL","X",,"line_drive","0","1",2019,"-1.2","0.63","0.28","2.20",,"605137","592567","2","1","Bot",71.59,46.35,,,"518735",,,6.66399402606944,-138.255767588682,-5.82267273992138,-16.8822606207776,27.3847250575067,-22.9652316313515,"3.45","1.62","382","102.0","24","95.9","2164","6.5",566221,605288,"518735","519346","669374","519058","606115","592325","456715","592885","53.97","0.833","1.426","1.25","1","1","1","6","11","2","2-Seam Fastball","1","1","1","1","1","2","2","1","Strategic","Standard","242","0.115","1.591"
"CU","2019-07-06","78.8","-2.18","5.47","Dickerson, Corey",572816,642547,"field_out","hit_into_play",,,,,"9","Corey Dickerson lines out to right fielder Christian Yelich.","R","L","R","PIT","MIL","X","9","line_drive","1","2",2019,"0.8","-0.59","0.36","1.96",,,"592567","1","5","Bot",179.57,73.9,,,"518735",,,4.03674413808345,-114.75549431909,0.248128337488638,6.44380902035272,20.468671314927,-37.6600753994508,"3.18","1.55","322","86.7","29","79.3","2564","6.5",566221,642547,"518735","519346","669374","519058","606115","592325","456715","592885","54.01","0.047","0.042","0","1","0","0","3","46","4","Curveball","5","2","5","2","2","5","5","2","Infield shift","Standard","54","-0.011","-0.226"
"FC","2019-07-05","87.3","-2.07","5.38","Dickerson, Corey",572816,605200,"single","hit_into_play",,,,,"3","Corey Dickerson singles on a line drive to right fielder Christian Yelich.   Colin Moran to 2nd.","R","L","R","PIT","MIL","X","9","line_drive","3","2",2019,"-0.37","1.36","0.42","2.97",,,"592567","0","2","Bot",177.12,110.45,,,"518735",,,6.69399036927558,-127.014165104449,-2.4289766026441,-5.25985134969317,24.4471013927335,-17.3383275575473,"3.5","1.64","202","91.9","13","86.9","2384","5.9",566220,605200,"518735","542583","669374","519058","606115","573135","456715","592885","54.6","0.947","0.893","0.9","1","1","0","4","14","8","Cutter","0","0","0","0","0","0","0","0","Infield shift","Standard","195","0.054","0.536"
"FT","2019-07-03","94.4","-2.13","5.54","Dickerson, Corey",572816,506433,"field_out","hit_into_play",,,,,"5","Corey Dickerson flies out to left fielder Kyle Schwarber.","R","L","R","PIT","CHC","X","7","fly_ball","0","0",2019,"-1.01","0.96","-0.02","2.57",,,,"2","5","Bot",41,77.9,,,"605170",,,7.81069755291986,-137.400347529052,-4.29219259572302,-14.5105204709963,27.5241348753599,-19.0821581428528,"3.54","1.65","348","96.0","38","95.4","2494","6.6",566218,506433,"605170","519203","608365","623520","595879","656941","546991","575929","53.87","0.167","0.319","0","1","0","0","3","44","1","2-Seam Fastball","3","3","3","3","3","3","3","3","Standard","Standard","226","-0.014","-0.115"
"FT","2019-07-03","97.6","-2.22","5.56","Dickerson, Corey",572816,506433,"field_out","hit_into_play",,,,,"5","Corey Dickerson flies out to left fielder Kyle Schwarber.","R","L","R","PIT","CHC","X","7","fly_ball","1","2",2019,"-0.95","0.92","0.14","2.24",,"624428",,"2","3","Bot",72.06,108.84,,,"605170",,,8.47641775690242,-141.800422059263,-5.51397812714735,-14.5540661386346,30.5657521769275,-18.9080860738963,"3.2","1.49","274","82.4","44","97.3","2641","6.1",566218,506433,"605170","519203","608365","623520","595879","656941","546991","575929","54.4","0.013","0.012","0","1","0","0","3","23","4","2-Seam Fastball","0","1","0","1","1","0","0","1","Standard","Standard","226","-0.04","-0.241"
"FF","2019-07-03","95.3","-2.96","4.94","Dickerson, Corey",572816,518886,"sac_fly","hit_into_play",,,,,"7","Corey Dickerson out on a sacrifice fly to left fielder Kyle Schwarber.   Jung Ho Kang scores.","R","L","R","PIT","CHC","X","7","line_drive","2","0",2019,"-0.98","1.2","-0.78","1.93","628356",,"624428","1","9","Bot",45.49,100.6,,,"605170",,,7.94254716416684,-138.654876956981,-5.00513577073381,-14.3798741486563,28.9765895821802,-15.7503291197685,"3.4","1.57","300","88.3","22","95.6","2333","6.3",566218,518886,"605170","519203","608365","623520","595879","656941","546991","575929","54.16","0.207","0.206","0","1","0","0","3","78","3","4-Seam Fastball","5","5","5","5","5","6","6","5","Strategic","Standard","219","0.183","-0.429"
"SL","2019-07-01","79.9","-1.86","6.13","Dickerson, Corey",572816,640470,"single","hit_into_play",,,,,"8","Corey Dickerson singles on a sharp line drive to right fielder Jason Heyward.","R","L","R","PIT","CHC","X","9","line_drive","0","1",2019,"0.9","-0.1","-0.09","2.03",,,,"2","2","Bot",167.45,85.95,,,"605170",,,2.22840152406034,-116.316202071743,-2.16647048405629,7.68650807017697,19.6581082750578,-32.9585575554155,"3.63","1.76","286","103.5","15","79.5","2931","5.7",566216,640470,"605170","519203","608365","592178","595879","656941","546991","518792","54.75","0.673","0.728","0.9","1","1","0","4","21","2","Slider","6","1","6","1","1","6","6","1","Strategic","Standard","84","0.003","0.146"
"KC","2019-07-01","76.2","-2.21","5.95","Dickerson, Corey",572816,592858,"double","hit_into_play",,,,,"6","Corey Dickerson doubles (11) on a line drive to right fielder Kris Bryant.   Starling Marte scores.    Corey Dickerson to 3rd.  Corey Dickerson advances to 3rd, on a fielding error by right fielder Kris Bryant.","R","L","R","PIT","CHC","X","9","line_drive","0","2",2019,"0.87","-1.44","0.48","2.76",,,"516782","1","5","Bot",208.34,111.26,,,"605170",,,4.10052544016223,-110.794291628869,2.99390475690345,6.2343248698034,21.6453018803027,-44.7141338842343,"3.56","1.73","246","81.2","26","75.6","2605","6.1",566216,592858,"605170","519203","608365","623520","595879","656941","518792","592178","54.4","0.193","0.2","1.25","1","1","1","3","56","3","Knuckle Curve","10","4","10","4","4","11","11","4","Standard","Standard","31","0.011","1.085"
"CU","2019-07-01","67.1","-1.52","5.9","Dickerson, Corey",572816,518614,"field_out","hit_into_play",,,,,"7","Corey Dickerson flies out to left fielder Kyle Schwarber.","R","L","R","PIT","CHC","X","7","fly_ball","0","1",2019,"0.53","0.06","-0.76","1.83",,,,"1","7","Bot",33.34,84.12,,,"605170",,,0.590974331876037,-97.718110899035,0.269339022837193,3.20083446761624,13.6823914847766,-32.1031836282464,"3.67","1.8","346","94.6","35","66.3","1966","5.3",566216,518614,"605170","519203","608365","623520","595879","656941","518792","592178","55.18","0.113","0.188","0","1","0","0","3","75","2","Curveball","13","5","13","5","5","13","13","5","Standard","Standard","96","0","-0.147"
"FF","2019-06-30","93.1","-0.92","5.92","Dickerson, Corey",572816,502026,"field_out","hit_into_play",,,,,"2","Corey Dickerson lines out to left fielder Ben Gamel.","R","L","R","MIL","PIT","X","7","line_drive","2","2",2019,"-0.69","1.07","-0.23","2.87",,,,"2","8","Top",70.8,60.46,,,"444489",,,3.29270733002502,-135.643574764593,-4.50008702085801,-9.25202760311483,26.1911974314606,-18.1317913561326,"3.29","1.52","352","98.4","20","93.8","2133","6.3",567596,502026,"444489","519346","669374","519058","606115","592325","456715","592885","54.16","0.387","0.477","0","1","0","0","4","61","6","4-Seam Fastball","1","1","1","1","1","1","1","1","Standard","Standard","213","0.025","-0.099"
"CH","2019-06-29","85.6","-1.85","5.93","Dickerson, Corey",572816,605540,"double","hit_into_play",,,,,"1","Corey Dickerson doubles (10) on a line drive to left fielder Ryan Braun.","R","L","R","MIL","PIT","X","7","line_drive","2","2",2019,"-1.32","0.65","-0.53","3.35",,,,"0","5","Top",48.37,68.69,,,"518735",,,5.78033349486112,-124.616870760563,-1.1855747744366,-14.880711746135,22.6607889021369,-25.3027901809007,"3.3","1.52","357","97.9","23","86","1666","6.3",567595,605540,"518735","519346","669374","519058","573135","460075","456715","592885","54.2","0.493","0.699","1.25","1","1","1","5","33","8","Changeup","3","1","1","3","1","3","1","3","Standard","Standard","244","-0.076","0.669"
"FT","2019-06-28","88.7","-1.65","5.99","Dickerson, Corey",572816,468504,"field_out","hit_into_play",,,,,"9","Corey Dickerson flies out to center fielder Lorenzo Cain.","R","L","R","MIL","PIT","X","8","fly_ball","2","2",2019,"-0.44","0.22","0.41","1.53",,,,"1","2","Top",97.16,46.88,,,"518735",,,5.86602426644573,-129.08303545244,-5.32292780979305,-5.95330145988848,23.3602510027352,-29.0099798991684,"3.32","1.54","366","97.9","24","88.2","1586","5.7",567594,468504,"518735","519346","669374","519058","573135","592325","456715","592885","54.81","0.5","0.678","0","1","0","0","5","12","5","2-Seam Fastball","2","0","0","2","0","2","0","2","Standard","Standard","243","0.016","-0.156"
"FF","2019-06-27","92.4","-1.87","5.25","Dickerson, Corey",572816,502748,"home_run","hit_into_play",,,,,"5","Corey Dickerson homers (2) on a fly ball to left field.   Colin Moran scores.","R","L","R","HOU","PIT","X",,"fly_ball","3","2",2019,"-1.33","1.31","-0.15","2.42",,"592567",,"2","1","Top",28.05,95.22,,,"545358",,,7.21454059983061,-134.23559485543,-4.18708441185278,-17.4845766609736,28.9878366640127,-15.8482047197786,"3.35","1.53","336","91.1","32","91.9","2428","6.1",565646,502748,"545358","493329","514888","608324","664702","670541","543807","502210","54.4","0.08","0.129","2","1","0","3","3","6","8","4-Seam Fastball","0","2","2","0","4","0","4","0","Standard","Standard","225","-0.138","1.781"
"CH","2019-06-26","83.8","-1.39","6.91","Dickerson, Corey",572816,606965,"double","hit_into_play",,,,,"13","Corey Dickerson doubles (8) on a line drive to center fielder George Springer.","R","L","R","HOU","PIT","X","8","line_drive","2","2",2019,"-1.33","0.04","-0.07","-0.02",,,,"0","6","Top",136.82,122.35,,,"455139",,,5.54209892491693,-121.444851591407,-9.43601815111361,-13.9807202440882,25.7781340138539,-30.047622695922,"3.41","1.56","188","60.7","22","82.2","1359","5.7",565645,606965,"455139","643603","514888","493329","608324","488726","543807","502210","54.83","0.467","0.42","1.25","1","1","1","4","45","5","Changeup","1","6","6","1","6","1","6","1","Standard","Standard","268","-0.01","0.669"
"CU","2019-06-26","72.0","-1.87","6.27","Dickerson, Corey",572816,643603,"double","hit_into_play",,,,,"6","Corey Dickerson doubles (9) on a line drive to left fielder Michael Brantley, deflected by center fielder Jake Marisnick.   Elias Diaz to 3rd.","R","L","R","HOU","PIT","X","8","line_drive","1","0",2019,"-0.76","1.55","0.42","2.28",,,"553869","0","9","Top",93.64,52.34,,,"455139",,,5.66593812219325,-104.659247771295,-2.97432360656444,-6.30816874636192,16.7139052181958,-20.9166189443087,"3.41","1.56","355","93.3","24","70.9","1762","5.4",565645,643603,"455139","493329","643393","608324","664702","488726","545350","502210","55.11","0.213","0.285","1.25","1","1","1","3","76","2","Curveball","2","11","11","2","11","2","11","2","Infield shift","Standard","206","0","1.042"
"FF","2019-06-25","98.4","-2.18","5.81","Dickerson, Corey",572816,543037,"double","hit_into_play",,,,,"11","Corey Dickerson doubles (6) on a line drive to left fielder Michael Brantley.","R","L","R","HOU","PIT","X","7","line_drive","1","2",2019,"-1.19","1.64","-0.50","3.40",,,,"0","6","Top",22.76,104.35,,,"455139",,,7.30339955628662,-142.986931760395,-4.84550835327716,-18.0202008930541,34.3122756624204,-8.74187117002142,"3.06","1.53","329","94.6","24","98.2","2658","6.4",565644,543037,"455139","643603","514888","493329","608324","488726","543807","502210","54.14","0.26","0.335","1.25","1","1","1","5","40","4","4-Seam Fastball","2","0","0","2","0","2","0","2","Strategic","Standard","216","-0.081","0.711"
"KC","2019-06-25","84.4","-2.04","5.87","Dickerson, Corey",572816,543037,"field_out","hit_into_play",,,,,"6","Corey Dickerson lines out softly to third baseman Yuli Gurriel in foul territory.","R","L","R","HOU","PIT","X","5","line_drive","2","1",2019,"0.9","-1.33","0.76","2.15","553869",,,"2","3","Top",86.94,164.57,,,"455139",,,4.69873470795843,-122.655362773754,0.388882952659021,7.78061805987603,27.2209346480115,-45.5629373937585,"3.28","1.41","128","51.7","31","83.1","2834","5.8",565644,543037,"455139","643603","514888","493329","608324","488726","543807","502210","54.69","0.253","0.228","0","1","0","0","1","19","4","Knuckle Curve","0","0","0","0","0","0","0","0","Standard","Standard","34","0.042","-0.397"
"CH","2019-06-22","85.2","-2.78","6.2","Dickerson, Corey",572816,663978,"field_out","hit_into_play",,,,,"14","Corey Dickerson flies out to center fielder Wil Myers.","R","L","R","PIT","SD","X","8","fly_ball","2","2",2019,"-0.8","0.86","0.29","0.93",,,,"2","2","Bot",83.79,56.73,,,"642336",,,8.87892586929405,-123.694745224255,-7.87520109028849,-9.96156824784892,22.4328817189014,-21.9360765129185,"3.3","1.5","351","93.4","25","85.9","1737","6.7",566214,663978,"642336","543333","594824","592518","665487","592669","571976","647304","53.83","0.193","0.261","0","1","0","0","3","13","7","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","223","-0.011","-0.099"
"CU","2019-06-19","80.7","-2.21","5.86","Dickerson, Corey",572816,519455,"double","hit_into_play",,,,,"14","Corey Dickerson doubles (5) on a line drive to right fielder Nicholas Castellanos.   Bryan Reynolds scores.    Starling Marte scores.","R","L","R","PIT","DET","X","9","line_drive","3","2",2019,"0.39","-0.5","0.43","1.06","668804","516782",,"2","3","Bot",177.99,127.69,,,"543308",,,5.07155357118082,-117.462812358084,-3.18045833369529,2.70352574601731,18.0650072297403,-36.4634403805891,"3.38","1.55","211","96.1","13","79.9","2421","5.3",566212,519455,"543308","641525","605612","608475","592348","621514","592444","592206","55.2","0.947","0.932","1.25","1","1","1","4","33","9","Curveball","1","7","1","7","7","3","3","7","Standard","Standard","38","0.069","1.699"
"CU","2019-06-19","79.8","-2.11","5.95","Dickerson, Corey",572816,519455,"field_out","hit_into_play",,,,,"6","Corey Dickerson pops out to third baseman Dawel Lugo on the infield fly rule.","R","L","R","PIT","DET","X","5","popup","0","0",2019,"0.35","-0.48","0.37","2.13",,"605137","592567","0","2","Bot",92.05,141.55,,,"543308",,,4.75439931594663,-116.136981113431,-0.872199416985478,2.33048877064817,19.225521503277,-36.5253046926605,"3.38","1.55",,"80.0","69","79.4","2424","5.7",566212,519455,"543308","641525","605612","608475","592348","621514","592444","592206","54.78","0","0","0","1","0","0","3","16","1","Curveball","0","2","0","2","2","0","0","2","Infield shift","Standard","36","-0.059","-0.505"
"FF","2019-06-15","93.6","-2.96","5.58","Dickerson, Corey",572816,641154,"double","hit_into_play",,,,,"8","Corey Dickerson doubles (3) on a sharp fly ball to center fielder JT Riddle.   Colin Moran scores.","R","L","R","MIA","PIT","X","8","fly_ball","1","1",2019,"-0.69","1.09","0.23","1.85",,"592567",,"1","4","Top",74.18,47.57,,,"595751",,,9.83376215079928,-135.897525135217,-6.3350764605534,-10.8070308526402,29.5862833134195,-17.2965678763448,"3.38","1.5","377","103.1","21","94.2","1999","6.8",567395,641154,"595751","643265","516770","605119","500743","434158","595375","623912","53.74","0.66","0.933","1.25","1","1","1","6","25","3","4-Seam Fastball","0","2","2","0","3","0","3","0","Standard","Standard","212","-0.081","0.989"
"CU","2019-06-15","80.8","-3.08","5.67","Dickerson, Corey",572816,641154,"field_out","hit_into_play",,,,,"9","Corey Dickerson pops out to first baseman Garrett Cooper.","R","L","R","MIA","PIT","X","3","popup","1","1",2019,"0.79","0.03","0.59","1.96",,,,"2","2","Top",141.71,184.55,,,"595751",,,6.70926776854057,-117.655560662038,-1.69895801853814,6.16264401245933,22.4861891886345,-31.7601827005146,"3.45","1.54",,"80.0","69","81.5","2327","6.7",567395,641154,"595751","643265","516770","605119","500743","434158","595375","623912","53.79","0","0","0","1","0","0","3","9","3","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","92","0.01","-0.108"
"CH","2019-06-15","80.2","-2.69","5.04","Dickerson, Corey",572816,489265,"single","hit_into_play",,,,,"11","Corey Dickerson singles on a soft fly ball to left fielder Curtis Granderson.","R","L","R","MIA","PIT","X","7","fly_ball","0","1",2019,"-1.8","0.06","-1.13","2.62",,,,"1","9","Top",82.45,104.6,,,"595751",,,6.68672532590856,-116.365390593683,1.30628408880218,-17.2806660422724,23.3730803383525,-32.1372696937864,"3.36","1.5","248","75.0","25","79","2171","5.8",567395,489265,"595751","643265","516770","605119","500743","434158","594011","623912","54.74","0.773","0.696","0.9","1","1","0","4","70","2","Changeup","4","3","3","4","3","4","3","4","Standard","Standard","268","-0.082","0.3"
"FF","2019-06-14","89.9","-1.8","5.97","Dickerson, Corey",572816,670950,"field_out","hit_into_play",,,,,"12","Corey Dickerson lines out to right fielder Brian Anderson.","R","L","R","MIA","PIT","X","9","line_drive","1","2",2019,"-0.58","1.52","0.29","3.66",,,"592567","2","5","Top",185.57,85.36,,,"595751",,,6.42494249252952,-130.758820964109,-2.93401757231272,-8.11535550689408,29.8256991913661,-14.3498408410691,"3.44","1.62","303","90.2","22","89.8","2085","6.4",567394,670950,"595751","643265","516770","592680","500743","621573","623912","605119","54.06","0.16","0.166","0","1","0","0","3","44","4","4-Seam Fastball","0","5","5","0","5","0","5","0","Standard","Standard","201","0.005","-0.162"
"CU","2019-06-13","77.3","-1.54","5.74","Dickerson, Corey",572816,657053,"double","hit_into_play",,,,,"7","Corey Dickerson hits a ground-rule double (2) on a fly ball to left field.   Adam Frazier scores.","R","L","R","ATL","PIT","X",,"fly_ball","2","1",2019,"1.04","-0.92","-0.76","1.95",,"624428",,"1","7","Top",33.05,96.88,,,"435263",,,-0.21998349329155,-112.595567069906,0.505235165662679,8.89978868984558,19.8454803548813,-40.2519843895915,"3.4","1.52","324","91.2","28","77.4","2514","6.2",567201,657053,"435263","518692","645277","518626","621020","459964","660670","455976","54.26","0.14","0.204","1.25","1","1","1","3","58","4","Curveball","6","2","2","6","3","6","3","6","Standard","Standard","49","-0.051","0.922"
"CH","2019-06-12","80.0","-1.87","6.45","Dickerson, Corey",572816,647336,"field_out","hit_into_play",,,,,"14","Corey Dickerson lines out to center fielder Ronald Acuna.","R","L","R","ATL","PIT","X","8","line_drive","0","2",2019,"-1.01","0.9","0.07","1.39",,,"621028","0","3","Top",98.42,77.34,,,"452095",,,5.91073147347112,-116.145840820712,-5.99203282655244,-9.71987694175325,18.2273239437201,-23.6092077106465,"3.5","1.64","316","90.9","22","78.5","2147","5",567200,647336,"452095","518692","645277","518626","621020","663586","660670","455976","55.48","0.2","0.222","0","1","0","0","3","24","4","Changeup","4","2","2","4","2","4","2","4","Standard","Standard","228","0.038","-0.243"
